filename,width,height,class,xmin,ymin,xmax,ymax,angle
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3508.jpg,426,240,gun,50,43,372,209,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3511.jpg,426,240,gun,131,95,326,160,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3516.jpg,426,240,gun,55,77,381,229,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3519.jpg,426,240,gun,63,74,292,188,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3520.jpg,426,240,gun,43,122,107,158,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3523.jpg,426,240,gun,100,100,335,176,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3531.jpg,426,240,gun,137,123,231,147,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3544.jpg,426,240,gun,132,79,280,138,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3547.jpg,426,240,gun,330,13,361,67,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3547.jpg,426,240,gun,19,127,35,176,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3548.jpg,426,240,gun,272,65,295,140,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3552.jpg,231,130,gun,7,24,170,116,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3558.jpg,426,240,gun,12,102,413,232,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3559.jpg,426,240,gun,114,11,257,61,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3560.jpg,426,240,gun,108,60,295,141,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3561.jpg,426,240,gun,193,17,372,86,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3563.jpg,426,240,gun,234,98,341,121,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3563.jpg,426,240,gun,98,63,179,105,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3564.jpg,426,240,gun,153,35,233,64,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3565.jpg,426,240,gun,248,110,292,127,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3566.jpg,426,240,gun,177,89,324,138,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3567.jpg,426,240,gun,204,42,308,84,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3569.jpg,426,240,gun,119,50,225,94,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3571.jpg,426,240,gun,141,115,224,144,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3572.jpg,640,360,gun,294,168,364,190,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3572.jpg,640,360,gun,439,147,579,191,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3574.jpg,640,360,gun,282,93,333,117,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3576.jpg,640,360,gun,255,154,292,173,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3576.jpg,640,360,gun,241,209,268,358,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3578.jpg,640,360,gun,303,92,393,135,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W358.jpg,169,298,pistol,87,97,145,194,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3580.jpg,640,360,gun,159,116,217,160,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3580.jpg,640,360,gun,565,128,601,167,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3581.jpg,640,360,gun,144,151,198,172,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3582.jpg,640,360,gun,195,105,495,236,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3588.jpg,640,360,gun,303,122,394,165,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W359.jpg,275,183,pistol,99,58,114,69,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3591.jpg,426,240,gun,97,59,218,109,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3592.jpg,426,240,gun,85,128,127,240,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3592.jpg,426,240,gun,302,111,342,239,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3593.jpg,426,240,gun,53,70,200,143,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3598.jpg,426,240,gun,16,85,251,208,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3607.jpg,426,240,gun,217,72,306,92,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3614.jpg,540,360,gun,422,257,457,358,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3615.jpg,540,360,gun,232,93,279,251,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3617.jpg,300,168,gun,158,96,200,166,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3618.jpg,426,240,gun,281,95,332,153,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3619.jpg,426,240,gun,65,24,108,44,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W362.jpg,275,183,pistol,116,56,133,65,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3621.jpg,426,240,gun,61,60,318,156,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3624.jpg,1280,720,pistol,700,255,790,332,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W363.jpg,275,183,gun,44,51,268,139,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3632.jpg,426,240,gun,94,83,120,179,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3633.jpg,426,240,gun,229,132,276,239,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3634.jpg,426,240,gun,265,106,288,211,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3645.jpg,426,240,gun,171,89,201,107,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3646.jpg,426,240,gun,57,70,207,128,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3647.jpg,1280,720,pistol,818,381,866,474,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W365.jpg,880,587,pistol,678,273,842,354,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3650.jpg,1280,720,pistol,761,253,814,321,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3653.jpg,426,178,gun,127,39,174,71,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3657.jpg,426,178,gun,144,44,206,97,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3662.jpg,318,158,pistol,75,23,311,140,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3663.jpg,1280,720,gun,873,480,1149,546,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3671.jpg,426,240,gun,247,102,267,190,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3674.jpg,426,240,gun,170,10,201,109,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3676.jpg,426,240,gun,67,32,254,91,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3676.jpg,426,240,gun,138,143,252,166,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W368.jpg,275,183,gun,11,48,206,146,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3688.jpg,426,240,gun,20,45,126,74,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W369.jpg,286,176,pistol,25,16,238,172,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3698.jpg,426,240,gun,356,62,423,100,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3699.jpg,426,240,gun,95,117,327,207,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W370.jpg,259,194,gun,25,100,141,164,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3706.jpg,310,163,pistol,95,8,242,115,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3708.jpg,426,240,gun,34,58,147,105,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3708.jpg,426,240,gun,223,92,348,153,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3711.jpg,426,240,gun,55,0,109,213,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3713.jpg,426,240,gun,187,87,221,146,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3716.jpg,426,240,gun,53,106,80,239,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3716.jpg,426,240,gun,207,57,287,122,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3717.jpg,262,192,pistol,98,19,154,74,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3718.jpg,426,240,gun,353,93,383,210,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3719.jpg,426,240,gun,169,138,188,209,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W372.jpg,300,168,gun,59,129,220,156,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3721.jpg,426,240,gun,15,0,45,69,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3722.jpg,426,240,gun,64,71,90,214,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3724.jpg,426,240,gun,71,82,376,192,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3728.jpg,235,214,pistol,149,5,216,118,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3740.jpg,275,183,gun,113,74,201,95,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3745.jpg,426,240,gun,116,85,149,238,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3749.jpg,426,240,gun,54,72,400,208,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W375.jpg,285,177,gun,10,38,280,115,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3751.jpg,275,183,pistol,40,53,145,122,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3759.jpg,426,240,gun,301,80,366,112,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3760.jpg,426,240,gun,128,62,382,133,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3769.jpg,426,240,gun,153,57,386,168,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3773.jpg,276,183,pistol,83,52,209,141,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3780.jpg,426,240,gun,268,55,333,78,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3782.jpg,426,240,gun,5,137,373,219,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3785.jpg,426,240,gun,129,43,258,201,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3786.jpg,426,240,gun,196,77,273,212,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3787.jpg,426,240,gun,89,96,271,160,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3790.jpg,426,240,gun,56,104,315,187,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3791.jpg,426,240,gun,11,48,252,204,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3793.jpg,1280,720,gun,250,339,679,499,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3798.jpg,1280,720,gun,395,125,842,342,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W38.jpg,275,183,gun,129,100,198,137,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3801.jpg,1280,720,gun,79,260,998,648,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3806.jpg,1611,1275,pistol,69,110,1529,1205,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3811.jpg,426,240,gun,249,72,403,128,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3812.jpg,426,240,gun,31,99,411,216,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3814.jpg,426,240,gun,207,70,242,158,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3815.jpg,426,240,gun,86,99,369,187,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3817.jpg,300,168,pistol,120,23,205,145,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3818.jpg,1280,720,gun,324,442,683,568,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3819.jpg,426,240,gun,191,92,237,171,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W382.jpg,183,275,gun,52,104,129,186,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3820.jpg,426,240,gun,178,61,271,98,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3820.jpg,426,240,gun,294,69,371,107,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3822.jpg,426,240,gun,125,82,419,205,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3825.jpg,426,240,gun,26,79,424,194,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3826.jpg,426,240,gun,12,52,400,198,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3827.jpg,246,139,gun,7,35,241,111,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W383.jpg,299,168,pistol,220,34,258,50,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3831.jpg,320,240,pistol,99,71,227,124,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3847.jpg,426,238,gun,131,71,243,132,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3848.jpg,426,238,gun,299,84,319,180,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3849.jpg,426,238,pistol,37,26,87,115,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3855.jpg,426,240,gun,118,96,211,131,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3855.jpg,426,240,gun,261,83,373,120,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3857.jpg,426,240,gun,196,40,396,216,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3858.jpg,426,240,gun,122,166,243,207,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3860.jpg,426,240,pistol,284,81,332,122,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3866.jpg,320,240,pistol,74,67,115,105,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W387.jpg,311,162,pistol,127,49,164,75,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3878.jpg,426,240,gun,107,61,379,166,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3879.jpg,1280,720,gun,558,358,991,511,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3881.jpg,426,240,gun,43,80,257,135,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3885.jpg,640,360,gun,319,110,580,198,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3885.jpg,640,360,gun,18,246,636,329,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3887.jpg,640,360,gun,10,217,562,330,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3889.jpg,640,360,gun,26,93,635,244,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3890.jpg,640,360,gun,38,112,612,268,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3893.jpg,640,360,gun,144,192,310,263,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3895.jpg,201,251,pistol,11,29,51,46,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3897.jpg,640,360,gun,0,42,639,197,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3899.jpg,1280,720,gun,337,164,445,485,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3904.jpg,640,360,gun,91,162,318,242,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W392.jpg,275,183,pistol,62,90,151,129,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W392.jpg,275,183,pistol,1,74,79,100,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W392.jpg,275,183,pistol,27,130,92,165,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3925.jpg,426,240,gun,100,51,424,155,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W393.jpg,260,194,gun,51,69,148,94,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3932.jpg,1280,720,gun,359,274,1024,535,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3937.jpg,426,240,gun,326,45,423,80,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W394.jpg,314,160,pistol,69,60,118,82,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3949.jpg,275,183,pistol,33,40,227,136,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3951.jpg,426,240,gun,174,6,424,71,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3958.jpg,426,240,gun,72,60,242,132,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W396.jpg,275,183,pistol,30,78,91,109,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3964.jpg,426,240,gun,204,64,269,92,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3965.jpg,426,240,gun,96,53,332,123,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3966.jpg,426,240,gun,161,58,251,79,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3967.jpg,426,240,gun,102,95,241,185,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3968.jpg,426,240,gun,83,92,234,196,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3970.jpg,426,240,gun,143,70,272,163,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3972.jpg,275,183,gun,41,37,182,80,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3981.jpg,426,240,gun,197,26,229,238,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3984.jpg,426,240,gun,237,79,381,189,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W399.jpg,225,225,pistol,22,81,94,144,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3990.jpg,426,240,gun,124,66,284,112,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3997.jpg,1280,720,gun,174,207,834,522,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3998.jpg,1280,720,gun,365,274,1207,682,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W3999.jpg,426,240,pistol,244,102,300,142,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4.jpg,240,210,gun,93,113,239,154,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W400.jpg,800,600,gun,20,111,708,564,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4000.jpg,426,240,pistol,307,102,420,156,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4002.jpg,426,240,pistol,52,79,149,160,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4003.jpg,426,240,gun,4,121,286,207,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4004.jpg,426,240,gun,55,127,203,186,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4005.jpg,247,204,pistol,2,0,240,202,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4006.jpg,426,240,gun,213,117,421,189,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4015.jpg,426,240,gun,14,95,176,165,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4015.jpg,426,240,gun,213,69,381,160,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4017.jpg,426,240,gun,150,78,319,148,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W402.jpg,277,182,pistol,198,82,242,104,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4020.jpg,426,240,gun,40,95,261,178,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4021.jpg,426,240,gun,49,134,156,171,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4021.jpg,426,240,gun,72,95,148,117,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4023.jpg,1280,720,gun,374,610,914,676,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4024.jpg,426,240,gun,163,98,324,146,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4026.jpg,426,240,pistol,55,46,108,70,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4028.jpg,426,240,gun,41,105,218,191,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W403.jpg,620,473,pistol,137,63,175,83,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4030.jpg,426,240,gun,5,121,294,200,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4037.jpg,426,240,gun,191,122,210,236,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4041.jpg,1280,720,gun,494,332,918,435,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4044.jpg,1280,720,gun,685,494,731,667,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4048.jpg,426,178,gun,144,57,258,115,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W405.jpg,440,114,gun,90,23,262,94,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4053.jpg,426,178,gun,157,61,353,151,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4054.jpg,426,240,gun,23,81,52,210,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4055.jpg,426,240,gun,299,56,344,208,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W406.jpg,1200,720,gun,109,407,1140,691,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4060.jpg,304,166,pistol,2,8,300,165,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4062.jpg,426,240,gun,0,55,425,211,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4065.jpg,1280,720,gun,752,282,856,712,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4066.jpg,1280,720,gun,630,62,740,585,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4069.jpg,1280,720,pistol,664,334,852,421,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4075.jpg,1280,544,pistol,318,312,420,542,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4076.jpg,1280,544,gun,601,325,639,541,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4077.jpg,1280,544,pistol,370,247,488,505,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4078.jpg,1280,544,pistol,574,233,939,306,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W408.jpg,259,194,pistol,197,91,218,101,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4082.jpg,1280,544,pistol,408,199,514,269,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W409.jpg,768,512,pistol,89,218,251,310,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4091.jpg,1280,544,gun,530,394,1276,524,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4096.jpg,1280,544,pistol,806,252,877,309,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W41.jpg,256,197,gun,102,50,136,68,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W41.jpg,256,197,gun,86,75,212,121,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4101.jpg,1280,544,pistol,918,146,952,168,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4102.jpg,1280,544,pistol,163,107,218,153,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4105.jpg,306,165,pistol,32,27,207,85,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4106.jpg,1280,544,pistol,1018,207,1102,261,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4106.jpg,1280,544,pistol,1115,349,1165,383,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4106.jpg,1280,544,pistol,1130,300,1180,334,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4106.jpg,1280,544,pistol,26,210,68,237,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4108.jpg,1280,544,gun,769,184,1070,477,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4110.jpg,1280,544,gun,675,309,942,520,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4114.jpg,1280,544,pistol,31,40,131,115,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4114.jpg,1280,544,pistol,455,179,488,218,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4115.jpg,1280,544,pistol,632,217,695,350,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W412.jpg,249,202,gun,2,35,202,105,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4129.jpg,1280,544,gun,580,127,1149,339,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4137.jpg,1280,544,pistol,182,83,434,246,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4140.jpg,1686,949,gun,858,473,1366,635,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4141.jpg,1922,950,pistol,856,235,906,285,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4146.jpg,1903,917,gun,1647,405,1897,513,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4155.jpg,1887,871,gun,278,180,861,377,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4156.jpg,1817,931,pistol,341,253,390,281,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W416.jpg,303,166,pistol,59,30,194,164,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4166.jpg,0,0,gun,200,3,266,364,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4168.jpg,1280,534,gun,799,231,837,412,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W417.jpg,658,372,gun,67,96,610,250,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4170.jpg,1280,534,gun,705,220,751,371,0
C:\Users\Nazeef Ul Haq\Downloads\New folder\oriented\W4171.jpg,426,680,pistol,136,135,289,349,0
